Water Pump ID,Water Source Type,Water Quality,Distance to Nearest Town,Population Served,Installation Year,Funder,Payment Type,Water Pump Age,Pump Type,GPS Coordinates,Functioning Status
,['River'],['Clean'],[13],[10000],2010,['World Bank'],['Free'],,['Motorized Pump'],"(-23.667580146597622, 23.84010903926018)",['Functioning']
WP848,['Well'],['Contaminated'],[26],[16000],2018,['Oxfam'],,6,['Motorized Pump'],"(-21.634758915908712, 23.387322005704096)",['Functioning']
WP849,['River'],['Contaminated'],[46],,2012,['Red Cross'],['Free'],12,['Solar Pump'],"(-23.43383710709476, 28.378259527149822)",['Functioning']
WP850,['Well'],['Contaminated'],[20],[16000],1997,['USAID'],['Pay per use'],27,,"(-22.871238818278062, 22.514942537405158)",['Not Functioning']
WP851,['Well'],['Contaminated'],[47],,2003,,['Pay per use'],21,['Motorized Pump'],"(-21.45286817736579, 19.10450817738161)",['Functioning']
WP852,,['Contaminated'],[47],[17000],2008,['USAID'],['Pay per use'],16,['Motorized Pump'],"(-21.130963000660056, 20.567887421037106)",['Functioning']
WP853,['River'],['Contaminated'],[56],[13000],2019,['Red Cross'],['Pay per use'],5,['Motorized Pump'],"(-20.569583118259757, 25.628512768542173)",['Not Functioning']
,,,[33],[9000],2004,['Oxfam'],['Pay per use'],20,['Motorized Pump'],"(-20.53939801221616, 26.051294039593543)",['Not Functioning']
WP855,,['Contaminated'],[22],[12000],2007,['USAID'],['Pay per use'],17,['Motorized Pump'],"(-18.768867053787957, 26.93361386564309)",['Not Functioning']
WP856,['River'],['Clean'],[42],,2006,,['Free'],18,,"(-20.9365846373197, 25.75660829512944)",['Not Functioning']
WP857,['Lake'],['Contaminated'],[36],,1996,['USAID'],['Pay per use'],28,['Motorized Pump'],"(-19.3511524172812, 19.169364599487615)",['Not Functioning']
WP858,['Well'],,[30],[13000],2008,['Oxfam'],['Pay per use'],16,['Motorized Pump'],"(-20.544885999445032, 25.08843997657354)",['Not Functioning']
WP859,['Lake'],['Clean'],[14],[18000],2016,['World Bank'],['Free'],,['Solar Pump'],"(-22.0126609841241, 20.446251769476486)",['Functioning']
WP860,['Borehole'],['Contaminated'],[15],[16000],2004,,['Pay per use'],20,['Motorized Pump'],"(-21.649949196176124, 21.662521259804645)",
WP861,['Lake'],['Contaminated'],[40],[14000],1998,['World Bank'],['Pay per use'],26,['Motorized Pump'],"(-22.90836239085777, 20.907740010780593)",['Functioning']
,['Well'],['Contaminated'],[49],,1999,['UNICEF'],['Free'],25,['Motorized Pump'],"(-19.126890478519496, 26.14476939795827)",
WP863,['River'],,[43],,2014,['Oxfam'],['Pay per use'],10,['Solar Pump'],,['Functioning']
WP864,['Well'],,[16],[12000],2014,['World Bank'],['Pay per use'],10,['Solar Pump'],"(-17.805186534741267, 26.6337113830393)",
WP865,,['Clean'],[23],[16000],,['Red Cross'],,26,['Motorized Pump'],"(-21.869591456078933, 21.603039775258246)",['Functioning']
WP866,['Well'],['Clean'],[69],[7000],2014,['UNICEF'],['Pay per use'],10,['Motorized Pump'],,['Not Functioning']
WP867,['Lake'],['Contaminated'],[52],[16000],2006,['World Bank'],['Free'],18,['Motorized Pump'],"(-21.815994884198222, 20.093215326839815)",['Functioning']
WP868,['Borehole'],['Contaminated'],[38],[16000],2019,['USAID'],['Pay per use'],,['Motorized Pump'],"(-23.14639397641742, 24.73677473390682)",['Not Functioning']
WP869,['Lake'],['Contaminated'],[16],,,['World Bank'],['Pay per use'],20,['Hand Pump'],"(-19.954635358753468, 25.204649568221946)",['Functioning']
WP870,['Lake'],['Contaminated'],[10],[13000],1996,['World Bank'],['Pay per use'],28,['Motorized Pump'],"(-23.367856358771117, 22.937949064065805)",['Not Functioning']
WP871,['Lake'],['Contaminated'],[49],[15000],2001,,['Pay per use'],23,['Motorized Pump'],"(-17.705592392506787, 26.434525838866634)",['Functioning']
WP872,['Lake'],['Contaminated'],[58],[14000],2005,['Oxfam'],,19,['Motorized Pump'],"(-21.22965545741229, 22.906548322220285)",['Functioning']
WP873,['Well'],['Contaminated'],[55],[14000],1995,,['Free'],29,['Motorized Pump'],"(-17.701671600338454, 24.254809583427498)",['Functioning']
WP874,['River'],['Contaminated'],[41],,2014,['World Bank'],['Free'],10,['Motorized Pump'],"(-19.22297014761145, 22.56577616887812)",['Not Functioning']
WP875,['Well'],['Contaminated'],[40],[15000],1994,['USAID'],,30,['Motorized Pump'],"(-21.303163160222653, 22.35192924994709)",['Not Functioning']
WP876,['Well'],['Contaminated'],[22],[9000],1995,['Red Cross'],['Pay per use'],29,['Motorized Pump'],"(-22.152065736662873, 21.24739956316369)",['Not Functioning']
WP877,['Lake'],,[34],,1999,['UNICEF'],['Free'],25,['Solar Pump'],"(-22.361737786979955, 21.904884226599197)",['Not Functioning']
WP878,['Lake'],['Clean'],[43],[11000],,['Red Cross'],['Pay per use'],13,['Motorized Pump'],,['Not Functioning']
WP879,['Borehole'],,[31],[13000],2000,['UNICEF'],['Free'],24,['Hand Pump'],"(-19.28592805333925, 27.026130707036863)",['Functioning']
WP880,['Lake'],['Contaminated'],[50],[15000],2002,['Red Cross'],['Pay per use'],22,['Solar Pump'],,['Functioning']
WP881,['Well'],['Contaminated'],[43],,2008,['USAID'],['Free'],16,['Motorized Pump'],"(-17.82108588758849, 25.219990246920364)",['Functioning']
WP882,['Well'],['Clean'],[39],[13000],,,,,['Hand Pump'],"(-21.381055373760972, 23.20481854589829)",['Functioning']
WP883,['Lake'],['Clean'],[47],[6000],1990,['USAID'],['Pay per use'],34,['Motorized Pump'],"(-22.321876945539085, 22.379459828223567)",['Functioning']
WP884,['Borehole'],['Contaminated'],[42],,1999,,['Pay per use'],25,['Motorized Pump'],"(-20.694888343963772, 22.022264264155197)",['Functioning']
WP885,,['Contaminated'],[41],[13000],2019,['USAID'],['Pay per use'],5,['Motorized Pump'],"(-23.73222858077654, 19.661017811496162)",['Functioning']
WP886,['Lake'],['Contaminated'],[33],[14000],1995,['USAID'],['Pay per use'],29,['Motorized Pump'],"(-21.33060359634917, 23.407184828539723)",
WP887,['Well'],['Contaminated'],,[12000],2003,['Red Cross'],['Pay per use'],21,['Motorized Pump'],"(-18.365235127525498, 25.389869200684878)",['Functioning']
WP888,['Lake'],['Contaminated'],,[16000],2012,['USAID'],['Pay per use'],12,['Motorized Pump'],"(-23.84585040176651, 19.06375338704029)",['Functioning']
,['Well'],['Contaminated'],[46],[8000],1993,['Red Cross'],,31,['Motorized Pump'],"(-22.819728898918367, 23.552182078911926)",['Functioning']
,['River'],,[0],[14000],2013,['Oxfam'],['Pay per use'],11,['Motorized Pump'],"(-21.595603171734147, 21.07834123728077)",['Functioning']
WP891,['Lake'],['Contaminated'],[31],[9000],1992,['USAID'],['Pay per use'],32,['Solar Pump'],"(-22.442556573061967, 20.428546919387678)",['Not Functioning']
WP892,,['Clean'],[41],[10000],2008,['Red Cross'],['Free'],16,['Motorized Pump'],"(-22.188241875114276, 22.053233262278653)",['Functioning']
WP893,['Borehole'],['Contaminated'],,[13000],2004,['Red Cross'],,20,['Motorized Pump'],"(-23.14934427036748, 25.176861607693098)",['Not Functioning']
WP894,['Lake'],['Contaminated'],,[14000],1992,['USAID'],['Pay per use'],32,['Motorized Pump'],"(-17.810126514789278, 27.37068581633514)",['Functioning']
WP895,['Lake'],['Contaminated'],[24],[14000],,['Oxfam'],['Pay per use'],,['Motorized Pump'],"(-18.774335846020463, 25.82868908874556)",['Not Functioning']
WP896,['Lake'],['Contaminated'],[48],[8000],1991,['Oxfam'],['Free'],,['Motorized Pump'],"(-19.29537114744353, 27.790928224307983)",
WP897,['Lake'],['Contaminated'],[50],,2016,['World Bank'],['Pay per use'],8,,"(-23.19156344760061, 24.078772522128126)",['Not Functioning']
WP898,['Borehole'],['Contaminated'],[37],[14000],2017,['USAID'],['Pay per use'],7,,"(-22.836163196286645, 26.605268121884187)",['Functioning']
WP899,['Lake'],['Contaminated'],[40],[13000],2000,['World Bank'],['Pay per use'],24,['Hand Pump'],"(-18.742537296562237, 24.539166171749585)",['Functioning']
WP900,['Lake'],['Clean'],,[11000],2009,['USAID'],['Pay per use'],15,['Solar Pump'],"(-17.694284507121907, 26.216934630164467)",['Functioning']
WP901,['Well'],['Contaminated'],[61],[16000],1995,['USAID'],['Pay per use'],29,['Motorized Pump'],"(-19.768574475178518, 26.183862929423682)",['Not Functioning']
,,['Contaminated'],[40],[13000],2011,['USAID'],['Pay per use'],13,['Motorized Pump'],"(-19.410211998212255, 26.916670225963045)",['Functioning']
WP903,['Lake'],['Contaminated'],[58],[13000],1996,['World Bank'],,28,['Motorized Pump'],"(-20.811874623065442, 26.369787103435087)",
WP904,['Well'],['Contaminated'],,[13000],1996,['Oxfam'],['Pay per use'],28,['Motorized Pump'],"(-22.568337145849164, 26.10900893855905)",['Functioning']
WP905,['Lake'],['Clean'],[9],,2018,['World Bank'],['Free'],6,['Motorized Pump'],"(-22.569231056246903, 19.47050812853683)",['Functioning']
WP906,['Lake'],['Clean'],[43],[9000],2007,['USAID'],['Pay per use'],17,['Motorized Pump'],"(-22.37395995151849, 25.340524378030956)",['Functioning']
,['Lake'],['Contaminated'],[33],[13000],2010,['Red Cross'],['Free'],14,['Motorized Pump'],"(-21.666450150635267, 27.34192063302263)",['Functioning']
WP908,['Borehole'],['Clean'],[53],[14000],1991,['USAID'],['Pay per use'],33,['Motorized Pump'],"(-19.45498154162455, 28.347900521204448)",
WP909,['Well'],['Contaminated'],[16],,1998,['World Bank'],['Pay per use'],26,['Motorized Pump'],"(-20.643019582326424, 21.015889377259448)",['Functioning']
WP910,,['Clean'],[29],[8000],2018,['Red Cross'],['Pay per use'],6,['Motorized Pump'],"(-17.63297909480848, 25.30668048891115)",['Not Functioning']
WP911,,['Contaminated'],[34],[14000],2011,['USAID'],['Pay per use'],13,['Motorized Pump'],"(-23.719868255875756, 24.85400645629228)",['Functioning']
,['Well'],['Contaminated'],[10],[17000],2014,['Oxfam'],['Pay per use'],10,['Solar Pump'],"(-20.951294212075563, 20.947657280214127)",['Not Functioning']
WP913,['Well'],['Contaminated'],[35],[12000],1995,['Red Cross'],['Pay per use'],,['Motorized Pump'],"(-22.64470082309399, 24.803859963810147)",['Not Functioning']
WP914,['Well'],['Contaminated'],[31],[13000],2014,['Oxfam'],['Pay per use'],10,['Motorized Pump'],,['Functioning']
WP915,['Lake'],,[14],[9000],,['World Bank'],['Free'],34,['Motorized Pump'],"(-18.57105729309492, 25.48042229070205)",['Not Functioning']
,['Lake'],['Contaminated'],[12],[12000],2002,['World Bank'],['Free'],22,['Motorized Pump'],"(-18.554649595024877, 25.7151103649067)",['Not Functioning']
,['Lake'],['Clean'],[29],[16000],2010,['USAID'],['Pay per use'],14,['Motorized Pump'],"(-23.361484672381224, 21.941930014358782)",
,['Lake'],,[15],[12000],1990,['Red Cross'],['Pay per use'],34,['Hand Pump'],"(-21.639685971203527, 26.95306485838097)",['Functioning']
WP919,['Borehole'],,[38],[16000],2001,['World Bank'],['Pay per use'],23,,"(-17.801213686428447, 24.415244617345593)",['Functioning']
WP920,['Well'],['Contaminated'],[13],[10000],2011,['Oxfam'],,13,['Solar Pump'],"(-18.8414783603138, 26.77616461269412)",
WP921,['Lake'],['Contaminated'],,[17000],1992,['USAID'],['Pay per use'],32,['Solar Pump'],"(-20.61149355936535, 19.185887419866923)",['Functioning']
WP922,['River'],['Clean'],[19],[16000],2006,['Oxfam'],['Free'],18,['Motorized Pump'],"(-18.61780420903606, 28.668950377685423)",['Functioning']
WP923,['Borehole'],['Contaminated'],[28],[9000],,['World Bank'],['Pay per use'],25,['Motorized Pump'],"(-23.39353670910393, 20.179664741665885)",['Not Functioning']
WP924,['Borehole'],['Contaminated'],[28],[12000],2017,['UNICEF'],['Free'],7,['Solar Pump'],"(-18.021052745933105, 27.550375184798366)",['Functioning']
WP925,['Borehole'],['Clean'],,[14000],2020,['USAID'],['Pay per use'],4,['Solar Pump'],"(-19.057167647305313, 24.81599826815161)",['Functioning']
WP926,['Well'],['Clean'],[23],[14000],2007,['World Bank'],['Pay per use'],17,['Motorized Pump'],"(-21.825778076637167, 19.003233697232538)",['Functioning']
,['Lake'],['Clean'],[50],[12000],2016,['Red Cross'],['Pay per use'],8,['Motorized Pump'],"(-20.412561247473374, 27.924166428721925)",
WP928,['Lake'],['Clean'],[17],[13000],,,['Free'],7,['Motorized Pump'],"(-20.723287385814636, 21.42901199164495)",['Functioning']
WP929,['Lake'],['Clean'],[18],[13000],2012,['Red Cross'],['Pay per use'],12,['Hand Pump'],"(-19.911228530850416, 25.699932278867067)",['Functioning']
WP930,['Lake'],,,[14000],2019,['USAID'],['Pay per use'],5,['Motorized Pump'],,['Functioning']
WP931,['Well'],['Contaminated'],[34],[9000],2014,,['Free'],10,['Motorized Pump'],"(-18.36236026120042, 26.435501334796015)",['Functioning']
WP932,['River'],['Contaminated'],[52],[15000],,['Oxfam'],['Free'],25,['Motorized Pump'],"(-21.444965302231417, 25.620223509920486)",['Not Functioning']
WP933,['Well'],['Contaminated'],[47],[13000],2014,['USAID'],['Pay per use'],10,['Motorized Pump'],"(-22.275189609229653, 21.04412336858334)",['Functioning']
WP934,['Well'],,,[11000],2013,['USAID'],['Pay per use'],11,['Motorized Pump'],"(-19.623240981119565, 27.347786517929823)",
WP935,['Lake'],['Contaminated'],[19],[11000],2012,['World Bank'],['Pay per use'],12,['Solar Pump'],"(-18.628770374642784, 28.586615027622628)",['Not Functioning']
WP936,['Lake'],['Contaminated'],,[8000],,['Red Cross'],['Pay per use'],30,['Motorized Pump'],,['Not Functioning']
WP937,['Lake'],['Clean'],[13],[16000],1992,['UNICEF'],['Pay per use'],32,['Motorized Pump'],"(-19.785898122189213, 26.45973896004801)",['Functioning']
WP938,['Well'],,,[13000],2003,['UNICEF'],['Free'],21,['Motorized Pump'],,['Functioning']
WP939,['Lake'],['Contaminated'],[8],[14000],2007,['Red Cross'],['Pay per use'],17,['Motorized Pump'],,['Not Functioning']
,['Lake'],['Contaminated'],[42],[14000],2020,['USAID'],['Pay per use'],4,['Motorized Pump'],"(-17.549214399529532, 24.69326471450567)",['Functioning']
WP941,['Lake'],['Contaminated'],[37],[8000],2013,['Oxfam'],['Free'],11,['Motorized Pump'],"(-21.166651074065445, 25.786625868419943)",['Functioning']
WP942,['Borehole'],['Clean'],[39],[11000],1993,['USAID'],,31,,,['Functioning']
WP943,['Lake'],['Clean'],[18],[15000],1990,['USAID'],['Free'],34,['Motorized Pump'],"(-21.19952059257504, 27.92098436876961)",['Functioning']
WP944,['Lake'],['Contaminated'],[19],[12000],2004,['USAID'],['Free'],20,['Motorized Pump'],"(-21.29999092017335, 20.794923293041645)",['Functioning']
WP945,['Well'],['Contaminated'],,[12000],2001,['USAID'],['Pay per use'],23,['Solar Pump'],"(-19.128006039124138, 24.256173171389307)",['Functioning']
WP946,['Lake'],['Contaminated'],,[14000],2010,['World Bank'],['Free'],14,['Solar Pump'],"(-22.354670884422674, 22.421217039997813)",['Functioning']
WP947,['Well'],['Contaminated'],[37],[14000],1990,['USAID'],['Pay per use'],34,['Motorized Pump'],"(-23.101402599547505, 25.182523263259036)",
WP948,['Lake'],['Contaminated'],[11],[11000],1998,,['Pay per use'],26,['Motorized Pump'],"(-18.570175344847645, 26.049542580233776)",['Functioning']
WP949,['Lake'],['Contaminated'],[41],[12000],1994,['USAID'],['Pay per use'],30,['Motorized Pump'],"(-18.56010533805346, 23.0859196212293)",['Functioning']
WP950,['Lake'],['Contaminated'],,[14000],1998,['World Bank'],['Pay per use'],26,['Motorized Pump'],"(-19.653348360670662, 24.93653216258408)",['Functioning']
WP951,['Well'],['Clean'],[39],[15000],2005,['Red Cross'],['Pay per use'],19,['Motorized Pump'],"(-18.915874360212378, 26.4934456562173)",['Functioning']
WP952,['River'],['Clean'],[40],[11000],1996,['Red Cross'],,28,['Motorized Pump'],"(-23.36428329380848, 19.235346034667906)",['Functioning']
WP953,['Lake'],['Clean'],,,2007,['Red Cross'],['Pay per use'],17,['Motorized Pump'],"(-19.200802216925926, 27.147392711779773)",['Functioning']
WP954,['Borehole'],['Clean'],[28],[13000],2007,['Red Cross'],['Pay per use'],17,['Motorized Pump'],"(-17.77383496139251, 22.569289190148403)",['Not Functioning']
WP955,['Lake'],['Contaminated'],[28],[19000],1997,['Oxfam'],['Free'],,['Motorized Pump'],"(-21.252898352870645, 21.088817385360723)",['Functioning']
WP956,['Lake'],['Contaminated'],[36],[18000],2005,['Red Cross'],,19,['Motorized Pump'],"(-20.196339539653334, 19.70670965224893)",['Functioning']
WP957,['Well'],['Contaminated'],[35],,1998,['USAID'],['Free'],26,['Solar Pump'],"(-20.44000900188081, 24.82730011708337)",['Not Functioning']
WP958,['Lake'],,[30],[16000],,,['Pay per use'],17,['Solar Pump'],"(-21.66933840771049, 25.83057108442464)",['Not Functioning']
WP959,['Lake'],['Contaminated'],[8],,1993,['Red Cross'],['Pay per use'],31,['Solar Pump'],"(-20.708448488570532, 19.421060320100455)",['Functioning']
WP960,['Lake'],['Contaminated'],[39],[16000],2008,['USAID'],['Free'],16,['Motorized Pump'],"(-20.95737295128259, 24.680769231719864)",['Not Functioning']
WP961,['Well'],['Contaminated'],[36],,2010,['World Bank'],['Free'],14,['Motorized Pump'],"(-23.333025811733467, 20.868423944579362)",['Functioning']
WP962,['Well'],['Contaminated'],[44],,1997,['Red Cross'],['Pay per use'],27,['Motorized Pump'],"(-21.02125367009291, 25.60890127623118)",['Functioning']
WP963,['Lake'],['Contaminated'],[22],[11000],2001,['World Bank'],['Free'],23,['Solar Pump'],"(-21.071671479853375, 24.347324416682245)",['Not Functioning']
,['Well'],['Clean'],[42],[11000],2011,['Oxfam'],,13,['Motorized Pump'],"(-19.548451999463083, 28.73628840425406)",
WP965,['Well'],['Contaminated'],[43],,2020,['World Bank'],['Pay per use'],4,['Motorized Pump'],"(-20.069013932281102, 27.159524156492864)",
WP966,['Lake'],['Contaminated'],,[19000],2005,['UNICEF'],['Pay per use'],,['Motorized Pump'],"(-22.81198679051993, 25.525909692292597)",['Functioning']
WP967,['River'],['Contaminated'],[43],[9000],2009,['USAID'],['Pay per use'],15,['Solar Pump'],"(-17.767482646218394, 24.202597571884127)",['Functioning']
WP968,['River'],['Contaminated'],[48],[13000],1999,['Oxfam'],['Free'],25,['Motorized Pump'],,['Functioning']
WP969,['Lake'],['Contaminated'],[31],,2016,['Red Cross'],['Pay per use'],8,['Motorized Pump'],"(-17.855017650433005, 25.822862752054743)",
WP970,,['Contaminated'],[60],,,['World Bank'],['Free'],18,['Motorized Pump'],,['Not Functioning']
WP971,['Lake'],['Clean'],[32],[11000],,['Oxfam'],,19,['Solar Pump'],"(-22.48911515935714, 21.293926682984864)",['Functioning']
WP972,['Lake'],,[51],[16000],2004,['Oxfam'],['Free'],20,['Motorized Pump'],"(-18.537511845781868, 24.39432649860447)",
WP973,['Lake'],['Contaminated'],[40],[6000],1991,['Red Cross'],,33,['Motorized Pump'],"(-21.508127076701495, 26.38347581178695)",
WP974,['Well'],['Clean'],[38],,2017,['World Bank'],['Pay per use'],7,['Motorized Pump'],,['Functioning']
WP975,['Lake'],['Clean'],[30],[7000],2018,['Red Cross'],['Free'],6,['Motorized Pump'],"(-20.265365085329012, 27.834420334908767)",['Functioning']
,['Lake'],['Contaminated'],[27],[18000],2005,['USAID'],['Pay per use'],19,,"(-22.045091134349114, 23.975983716340828)",
WP977,['River'],['Contaminated'],[50],[15000],1990,['Red Cross'],['Free'],34,['Motorized Pump'],"(-22.944720693566904, 24.780789991753963)",['Functioning']
WP978,,,,[12000],2019,['Red Cross'],['Pay per use'],5,['Motorized Pump'],"(-23.328770915750745, 21.248890252238393)",['Functioning']
WP979,['Borehole'],['Clean'],[6],[12000],1993,['USAID'],['Free'],31,['Motorized Pump'],"(-23.545706350681666, 19.72421263857828)",['Functioning']
WP980,['River'],['Contaminated'],[38],[10000],2014,['Red Cross'],['Free'],10,['Motorized Pump'],"(-22.67303456525285, 25.393299885715983)",['Functioning']
WP981,['Well'],['Contaminated'],[29],[18000],2019,['Red Cross'],['Pay per use'],5,['Motorized Pump'],"(-21.063233525008396, 27.39215925815919)",['Not Functioning']
WP982,['Borehole'],['Clean'],[34],,2006,,['Pay per use'],18,['Solar Pump'],"(-23.433695232002698, 21.11488697807821)",['Functioning']
,['Well'],['Contaminated'],[45],[12000],2018,['Oxfam'],['Pay per use'],6,['Hand Pump'],"(-23.635578464491445, 25.900287251866427)",['Functioning']
WP984,['Well'],['Clean'],[50],[12000],1993,['Red Cross'],,31,,"(-23.567413552874623, 21.514911849433762)",['Functioning']
WP985,['Well'],['Contaminated'],[27],[14000],2004,['Red Cross'],['Pay per use'],20,,"(-21.500370945137355, 26.724202230570796)",['Not Functioning']
WP986,['Well'],['Contaminated'],[43],[15000],1995,['UNICEF'],['Free'],29,['Motorized Pump'],"(-23.702489931248127, 22.266604934127272)",['Functioning']
WP987,['Lake'],['Contaminated'],[6],,2001,['Red Cross'],['Pay per use'],23,['Solar Pump'],"(-21.07582954334756, 27.764417228501515)",['Functioning']
WP988,,['Contaminated'],[18],[12000],2009,['Red Cross'],['Free'],15,['Motorized Pump'],"(-18.811202460069268, 28.49082921902841)",['Functioning']
WP989,['Lake'],['Contaminated'],[21],[14000],1999,,['Pay per use'],25,['Motorized Pump'],"(-22.581177642075886, 26.52434554301808)",['Not Functioning']
WP990,['Borehole'],['Contaminated'],[55],[15000],2019,['USAID'],['Free'],5,['Motorized Pump'],,['Functioning']
WP991,['Lake'],['Clean'],[14],[10000],1993,['USAID'],['Free'],31,['Motorized Pump'],"(-19.26490114644929, 25.345159237828494)",['Functioning']
WP992,['Lake'],['Clean'],[39],,2017,['Red Cross'],['Pay per use'],7,['Motorized Pump'],"(-21.07725846035691, 26.309478581798828)",['Functioning']
,['Lake'],['Contaminated'],[49],[11000],1994,['USAID'],['Pay per use'],30,['Solar Pump'],"(-21.093323648235575, 24.614899142365587)",['Functioning']
WP994,,['Contaminated'],[41],[9000],1990,['USAID'],['Pay per use'],34,['Motorized Pump'],"(-20.652898558754032, 22.07423217737993)",['Functioning']
WP995,,['Clean'],[41],[11000],2006,['Red Cross'],['Pay per use'],18,['Motorized Pump'],"(-22.476171989773555, 25.829007625652576)",['Functioning']
WP996,,['Clean'],[57],[9000],2006,['USAID'],,18,,"(-19.269072956526564, 27.979598944901028)",['Functioning']
WP997,['Borehole'],['Contaminated'],[27],[17000],,['USAID'],['Free'],32,['Motorized Pump'],"(-18.84870907656305, 26.68298373187465)",['Not Functioning']
WP998,['River'],['Contaminated'],[16],[14000],1992,['Oxfam'],['Pay per use'],32,['Solar Pump'],"(-23.85109672628913, 20.464486085157805)",
WP999,['Well'],['Contaminated'],[38],[9000],2016,['World Bank'],['Free'],,['Solar Pump'],"(-20.789105306136324, 22.058284974574516)",['Not Functioning']
WP1000,['Lake'],['Contaminated'],[35],[10000],2009,['USAID'],['Pay per use'],15,['Motorized Pump'],"(-17.760926690723117, 26.637958782673095)",['Not Functioning']
WP1001,['Borehole'],['Contaminated'],[21],,2001,['Red Cross'],['Free'],23,['Motorized Pump'],"(-22.0475644301052, 20.85999381621415)",['Not Functioning']
WP1002,['Well'],['Clean'],[35],,1999,['World Bank'],['Free'],,['Motorized Pump'],"(-21.491064591248467, 23.451702083194863)",['Not Functioning']
WP1003,['Lake'],['Contaminated'],[29],,2019,['World Bank'],['Free'],5,['Motorized Pump'],"(-22.9312553935844, 26.585869111960882)",['Functioning']
WP1004,['Lake'],['Clean'],[7],[18000],2013,['USAID'],['Pay per use'],11,['Motorized Pump'],"(-21.445406027063374, 25.86742183944977)",['Not Functioning']
WP1005,['Lake'],['Contaminated'],[28],[10000],1990,['USAID'],['Pay per use'],,['Motorized Pump'],"(-21.445255289326475, 26.323149508085965)",['Functioning']
WP1006,,['Clean'],[58],[12000],,['World Bank'],['Free'],7,,"(-22.388750944755728, 21.883732768747645)",['Functioning']
WP1007,['Well'],['Contaminated'],[25],[10000],2001,['USAID'],['Pay per use'],23,['Motorized Pump'],"(-20.143176103688297, 26.851245566207968)",['Functioning']
WP1008,['River'],['Contaminated'],[22],[13000],2019,['USAID'],['Pay per use'],,['Motorized Pump'],"(-21.669515343813554, 22.462475188287886)",['Not Functioning']
WP1009,['Lake'],['Contaminated'],[25],,2013,['Red Cross'],['Pay per use'],11,['Solar Pump'],"(-18.89854481603392, 20.22513369893889)",['Functioning']
WP1010,['Lake'],['Contaminated'],[24],[18000],1991,['Oxfam'],['Free'],33,['Motorized Pump'],"(-23.49109601657357, 22.965134770287666)",['Functioning']
WP1011,['Lake'],,[37],[10000],1994,['World Bank'],['Pay per use'],30,['Motorized Pump'],"(-18.592960369284395, 24.282740345410495)",['Not Functioning']
WP1012,['Lake'],['Contaminated'],[26],[12000],1994,['USAID'],['Pay per use'],30,['Motorized Pump'],"(-22.35216297146572, 20.239626496475445)",['Functioning']
WP1013,['Lake'],['Clean'],[47],[14000],,['World Bank'],,14,['Motorized Pump'],"(-21.63451975035763, 22.7382194412668)",['Functioning']
,['River'],['Contaminated'],[46],[8000],2014,['World Bank'],['Pay per use'],10,['Motorized Pump'],"(-18.8710433235199, 24.195131522352867)",['Functioning']
WP1015,['Well'],,[20],[10000],2006,['USAID'],['Free'],,['Motorized Pump'],,['Functioning']
WP1016,,['Contaminated'],[40],,2004,['Red Cross'],['Pay per use'],20,['Solar Pump'],"(-21.29479229069319, 22.621934210444586)",['Not Functioning']
WP1017,['Lake'],['Contaminated'],[47],,1992,['Red Cross'],,32,['Motorized Pump'],"(-20.750557909268043, 21.146993001859425)",['Functioning']
WP1018,['Well'],,[47],[8000],,['USAID'],['Pay per use'],34,['Solar Pump'],"(-17.92652020643379, 25.099186599074883)",['Functioning']
WP1019,['Borehole'],['Contaminated'],[18],[15000],1990,['Red Cross'],['Pay per use'],34,['Hand Pump'],"(-22.521721704275414, 25.11380039611403)",['Not Functioning']
,,['Contaminated'],[53],[10000],1993,['USAID'],['Pay per use'],31,['Motorized Pump'],"(-17.65463189539955, 24.865004334803)",['Functioning']
WP1021,,['Contaminated'],[17],[15000],2012,['World Bank'],['Pay per use'],12,['Motorized Pump'],"(-20.6730562286864, 24.84797021369964)",['Functioning']
WP1022,['Borehole'],['Contaminated'],[14],[12000],2001,['World Bank'],,23,['Motorized Pump'],,['Functioning']
WP1023,['Borehole'],['Contaminated'],[34],,1999,,['Free'],25,['Motorized Pump'],"(-20.490065223216185, 26.13211742829308)",['Functioning']
WP1024,['Borehole'],['Contaminated'],[54],[18000],,['World Bank'],['Free'],8,['Motorized Pump'],"(-19.91234330042753, 27.418313880520174)",['Functioning']
WP1025,,['Contaminated'],[43],[18000],2005,['World Bank'],,19,['Motorized Pump'],"(-22.537498591107685, 21.504426619381476)",['Functioning']
WP1026,['Lake'],['Contaminated'],,[16000],1996,['USAID'],['Pay per use'],,['Solar Pump'],,['Not Functioning']
WP1027,['Lake'],['Contaminated'],[36],[14000],2008,['Red Cross'],['Free'],16,,"(-18.879956414617496, 28.057897159189793)",
WP1028,['River'],['Clean'],[57],[11000],2013,['Red Cross'],['Free'],11,['Motorized Pump'],"(-20.271691451973687, 25.004994111220558)",['Not Functioning']
WP1029,['Well'],,,[16000],1994,['USAID'],['Free'],30,['Solar Pump'],"(-18.0909231719809, 21.784595650208832)",['Not Functioning']
WP1030,['Well'],['Contaminated'],[19],[11000],,['World Bank'],['Pay per use'],14,['Motorized Pump'],"(-21.901102261902068, 27.905421548351782)",['Functioning']
WP1031,['Well'],['Contaminated'],[6],,2020,['USAID'],['Pay per use'],4,['Solar Pump'],"(-23.774904605455077, 20.63301401976972)",['Functioning']
